"AMD.Adjusted","AMZN.Adjusted","NKE.Adjusted","VALE.Adjusted","NOK.Adjusted","AAL.Adjusted","CCL.Adjusted","TGT.Adjusted","DQ.Adjusted","BAC.Adjusted","IWS.Adjusted","IWN.Adjusted"
116.43,3446.73999,159.143967,14.6,5.91,19.84,23.129999,251.695572,68.089996,46.058311,117.874809,164.708908
116.330002,3444.149902,157.536865,14.21,5.85,19.530001,22.34,250.246811,71.900002,46.257355,118.462296,164.937653
116.389999,3415.060059,158.165726,13.85,5.92,19.52,22.440001,249.889587,72.760002,46.864433,119.547638,166.489075
119.330002,3435.01001,161.889023,13.34,5.95,19.889999,22.33,252.251251,72.410004,46.605679,119.497856,166.499008
119.82,3335.550049,163.186691,13.52,5.88,19.15,22.290001,253.957993,71.370003,47.342133,119.826447,166.26033
122.360001,3320.370117,163.925369,13.9,5.66,19.23,22.049999,258.343933,74.43,47.282421,120.065422,167.841599
122.93,3376.070068,163.49614,13.79,5.7,19.389999,21.82,256.73642,70.879997,47.730263,119.677094,166.399582
122.279999,3392.48999,162.058731,13.47,5.76,19.030001,21.639999,254.563309,76.220001,46.814674,117.635834,163.067993
121.160004,3446.570068,164.164948,13.2,5.82,19.190001,21.969999,256.230377,76.510002,47.551128,119.189178,165.743195
120.230003,3372.429932,166.989853,12.73,5.68,19.200001,22.16,257.619568,77.790001,47.551128,118.770973,165.464737
125.230003,3318.110107,166.031586,12.88,5.69,19.77,23.07,255.932678,75,47.620792,120.095299,169.572006
127.629997,3312.75,167.5289,12.31,5.56,19.83,22.91,258.254639,68.089996,47.65065,120.264572,170.387512
130.529999,3384,172.190521,12.05,5.77,20.629999,23.17,258.403473,69.540001,48.138302,121.220474,173.122375
137.5,3477,175.125244,11.79,5.71,20.629999,22.879999,258.433258,69.309998,47.103287,120.662865,172.227325
136.339996,3518.98999,177.191528,11.61,5.77,21.82,24.790001,252.310791,65.919998,46.74501,121.568977,175.489288
150.160004,3488.97998,171.541687,12.23,5.86,22.25,24.59,251.378036,67.139999,47.113235,121.658592,175.906982
148.919998,3576.22998,173.508163,12.11,5.79,22.26,24.17,253.193939,66.739998,46.655441,121.718338,174.534576
139.869995,3482.050049,167.958115,11.98,5.7,21.57,23.49,252.092484,65.449997,47.003761,120.921753,172.943359
146.009995,3472.5,166.670441,12.65,5.71,21.33,23.02,254.037384,70.769997,47.26252,121.310089,174.196442
147.889999,3525.149902,168.786636,12.55,5.68,20.290001,22.360001,258.016479,72.519997,46.685295,121.867699,173.967697
146.490005,3545.679932,168.547073,12.33,5.59,20.32,22.299999,262.293274,71.129997,46.824623,122.176376,173.838425
152.449997,3540.699951,171.521729,12.11,5.59,19.84,21.59,265.240509,69.209999,46.854481,122.226166,173.699188
151.339996,3549,171.431885,11.81,5.68,19.860001,21.33,252.704834,68.150002,46.287209,121.499275,171.740036
155.020004,3696.060059,171.042587,11.27,5.83,19.389999,20.950001,250.962387,68.690002,46.098122,121.10099,171.123444
155.410004,3676.570068,174.566254,11.45,5.81,19.280001,20.49,249.61821,66.330002,45.182529,120.164993,169.452682
152.520004,3572.570068,173.927399,12.24,5.68,19.629999,20.33,243.514664,63.360001,46.058311,120.533417,170.377563
149.919998,3580.040039,171.841141,12.49,5.72,19.469999,20.15,248.104767,61.970001,47.272469,121.021324,170.835037
157.800003,3580.409912,171.721359,12.71,5.76,19.459999,20.16,247.686569,60.299999,47.401848,121.091026,170.467072
154.809998,3504.560059,167.718567,12.37,5.55,17.75,17.950001,245.506042,58.52,45.540802,117.635834,163.883484
161.910004,3561.570068,169.565231,12.44,5.62,17.74,18.16,248.084854,58.009998,45.371616,118.432426,163.31662
158.369995,3507.070068,168.936371,12.37,5.6,17.690001,17.620001,242.787811,57.34,44.256985,115.106674,159.58725
149.110001,3443.719971,166.400925,12.25,5.56,16.280001,16.379999,239.352692,54.349998,43.630001,113.553337,156.444626
150.679993,3437.360107,169.695007,12.99,5.74,17.42,17.889999,244.440643,48.209999,44.889999,116.709801,161.1884
144.009995,3389.790039,170.240005,12.73,5.66,16.620001,17.200001,246.501724,43.32,43.869999,116.062576,159.189453
139.059998,3427.370117,168.910004,13.39,5.69,17.93,18.59,241.92157,44.060001,44.150002,118.103828,162.650314
144.850006,3523.290039,171.289993,13.62,5.9,17.889999,18.5,244.570099,47.299999,44.709999,119.926025,164.887939
145.240005,3523.159912,170.25,13.69,5.86,18.23,19.52,238.566116,46.490002,44.16,120.453758,165.753143
138.100006,3483.419922,168.100006,13.5,5.99,18.139999,19.190001,236.534912,44.07,44.490002,119.238968,163.048096
138.550003,3444.23999,169.059998,13.52,6.02,18.01,19.280001,237.152222,43.490002,44.52,119.696999,163.067993
133.800003,3391.350098,166.839996,13.76,5.98,17.120001,18.34,233.159531,43.830002,43.580002,118.709999,160.690002
135.600006,3381.830078,165.399994,13.66,5.96,16.91,18.15,234.26474,41.93,44.130001,118.029999,159.850006
146.5,3466.300049,163.899994,13.63,6.13,16.99,17.889999,235.62883,41.830002,43.939999,119.279999,161.440002
138.639999,3377.419922,162.720001,14.16,6.06,16.52,17.57,223.810059,40.790001,45,118.800003,159.679993
137.75,3400.350098,161.360001,14,6.01,16.950001,18.280001,222.346405,40.700001,43.880001,117.82,159.979996
135.800003,3341.580078,156.979996,13.68,5.91,17.299999,18.9,218.244186,38.049999,43.16,116.07,157.649994
144.25,3408.340088,166.630005,14.02,5.97,18.120001,20.540001,219.120392,40.900002,44.189999,118.470001,162.149994
143.880005,3420.73999,165.440002,14.12,6.14,18.26,21.25,216.800446,39.919998,44.279999,119.440002,163.759995
146.139999,3421.370117,165.669998,13.91,6.19,18.26,21.200001,220.05632,38.93,44.419998,120.110001,164.800003
154.360001,3393.389893,167.580002,14.05,6.34,18.17,20.950001,223.132996,37.59,44.639999,121.720001,166.490005
153.149994,3413.219971,166.419998,13.6,6.3,18.540001,20.9,223.939499,37.810001,44.700001,121.989998,165.970001
148.259995,3384.02002,168.779999,13.53,6.29,18.049999,20.790001,226.936508,37.869999,44.630001,122.389999,166.309998
145.149994,3372.889893,167.490005,14.08,6.26,18.07,20.530001,230.909286,40.939999,44.529999,122.190002,165.910004
143.899994,3334.340088,166.669998,14.02,6.22,17.959999,20.120001,230.441315,40.32,44.490002,122.379997,166.050003
150.240005,3408.090088,164.669998,13.81,6.29,18.75,21.41,230.949112,41.970001,46.18,122.339996,168.070007
144.419998,3350.439941,166.389999,13.55,6.25,19.02,21.73,233.159531,42.009998,47.990002,123.589996,169.210007
136.149994,3287.139893,162.25,13.66,6.14,18.68,21.17,227.872452,39.990002,47.18,121.669998,165.470001
136.229996,3265.080078,161.039993,14.01,6.12,18.57,21.07,230.351715,39.869999,48.130001,122.209999,166.860001
132,3251.080078,156.970001,14.81,6.1,19.280001,21.9,229.784164,40.09,49.18,122.160004,166.110001
132,3229.719971,150.440002,14.65,6.17,18.790001,21.4,226.43866,39.580002,48.93,121.449997,165.419998
137.309998,3307.23999,150.300003,15.24,6.24,19.02,21.98,226.5681,39.599998,49.209999,122.690002,166.619995
137.470001,3304.139893,152.210007,15.55,6.09,18.5,22.309999,223.501389,41.740002,48.860001,122.790001,165.929993
132.740005,3224.280029,149.589996,15.3,5.89,19.34,22.9,224.85553,41.220001,48.759998,122.470001,165.600006
136.880005,3242.76001,148.179993,15.38,5.93,18.49,22.950001,220.444641,42.369999,47.91,122.110001,166.610001
131.929993,3178.350098,146.949997,15.51,5.75,17.9,21.98,219.060638,41.130001,46.259998,120.010002,162.550003
128.270004,3125.97998,145.110001,16.18,5.74,17.309999,21.219999,222.874115,42.75,46.439999,118.57,159.929993
121.889999,3033.350098,142.729996,15.99,5.63,16.76,20.799999,220.76326,43.369999,45.75,116.800003,156.740005
118.809998,2852.860107,142.949997,15.6,5.51,16.299999,19.99,216.312546,40.529999,44.919998,115.099998,154.470001
116.529999,2890.879883,146,15.31,5.49,16.41,19.74,219.628189,38.889999,44.549999,115.879997,157.240005
111.129997,2799.719971,145.479996,15.48,5.57,16.459999,20.200001,213.753632,37.25,45.43,114.980003,156.339996
110.709999,2777.449951,143.990005,15.53,5.58,16.24,20.290001,210.796463,37.82,45.900002,114.150002,154.369995
102.599998,2792.75,144.639999,15.57,5.59,15.78,19.110001,211.26442,36.07,45.470001,113.260002,151.25
105.239998,2879.560059,145.910004,15.58,5.72,15.64,18.969999,216.730728,35.869999,45.869999,115.080002,153.350006
114.25,2991.469971,148.070007,15.18,5.9,16.469999,19.809999,219.478821,40.119999,46.139999,117,156.339996
116.779999,3023.870117,148.220001,16.18,5.94,16.83,20.93,218.283997,39.630001,46.939999,118.089996,157.770004
122.760002,3012.25,148.710007,16.35,5.97,16.959999,20.85,216.67099,37.709999,46.889999,118.809998,156.800003
120.080002,2776.909912,145.309998,16.15,5.72,16.57,20.34,212.299942,35.720001,46.43,117.150002,154.559998
123.599998,3152.790039,145.389999,16.549999,5.71,16.450001,19.959999,213.116394,37.779999,48.279999,117.169998,154.970001
123.669998,3158.709961,145.139999,17.17,5.73,17.280001,21.52,210.378265,37.169998,48.509998,117.330002,155.369995
128.229996,3228.27002,143.529999,17.43,5.69,18.26,22.549999,212.031097,38.919998,49.380001,118.580002,157.529999
132.850006,3223.790039,146.259995,17.51,5.77,18.76,23.190001,215.705185,42.400002,49.279999,120.400002,159.449997
125.769997,3180.070068,144.820007,17.85,5.65,18.709999,23.120001,212.917267,40.580002,49.049999,118.519997,157.520004
113.18,3065.870117,140.179993,17.540001,5.54,17.610001,22.040001,210.647095,38.790001,47.919998,117.410004,156.880005
114.269997,3103.340088,141.589996,17.49,5.43,17.43,21.360001,207.670013,38.200001,47.419998,116.309998,156.169998
121.470001,3130.209961,145.580002,17.139999,5.6,18.84,22.780001,207.179993,41.34,47.790001,118.230003,159.720001
117.690002,3162.01001,146.490005,17.440001,5.84,18.82,23.309999,207.809998,40.84,47.68,118.599998,160.320007
112.370003,3093.050049,142.800003,16.6,5.65,18.219999,22.42,204,40.200001,46.07,116.400002,157.490005
113.830002,3052.030029,142.949997,16.639999,5.66,17.870001,22.17,204.389999,39.529999,45.959999,115.959999,156.600006
115.650002,3003.949951,138.190002,17.18,5.51,17.43,21.51,196.350006,38.029999,45.560001,114.699997,154.509995
109.760002,2896.540039,136.830002,17.27,5.38,16.639999,20.209999,189.899994,39.09,44.779999,112.889999,152.309998
116.610001,3027.159912,137.169998,17.07,5.39,16.959999,20.629999,191.550003,41.68,43.599998,113.650002,154.559998
121.059998,3075.77002,138.800003,17.82,5.44,17.459999,21.1,199.220001,42.919998,45.02,116.980003,158.380005
123.339996,3071.26001,136.550003,18.49,5.35,17.25,20.33,199.770004,47.959999,44.200001,116.459999,158.740005
113.830002,3022.840088,132.220001,18.860001,5.18,16.290001,18.860001,219.429993,52.220001,42.470001,114.190002,155.820007
118.279999,3041.050049,135.679993,19.469999,5.33,16.370001,19.02,224.899994,50.93,43.16,116.940002,159.970001
